,loss,mean_absolute_percentage_error
0,60094.16796875,41.59315490722656
1,17808.46484375,23.87384796142578
2,17799.212890625,23.901031494140625
3,17801.599609375,23.90989112854004
4,17802.08984375,23.914365768432617
5,17804.6015625,23.909379959106445
6,17804.923828125,23.914216995239258
7,17808.568359375,23.8933048248291
8,16914.49609375,23.22406578063965
9,14685.6240234375,21.49211883544922
10,14555.142578125,21.479087829589844
11,14554.2177734375,21.476354598999023
12,14552.892578125,21.478378295898438
13,14553.3193359375,21.483196258544922
14,14552.0517578125,21.472360610961914
15,14551.3515625,21.485366821289062
16,14550.9375,21.47698974609375
17,14550.2744140625,21.47865867614746
18,14551.0283203125,21.470605850219727
19,14550.69921875,21.480924606323242
20,14550.7275390625,21.47999382019043
21,14549.880859375,21.473201751708984
22,14549.701171875,21.475830078125
23,14549.9423828125,21.47602081298828
24,12521.2080078125,19.62328338623047
25,7475.36376953125,14.279258728027344
26,7136.83056640625,13.772692680358887
27,6390.78369140625,12.555333137512207
28,5567.9931640625,10.986136436462402
29,5347.89794921875,10.502763748168945
30,5277.71044921875,10.368013381958008
31,5199.97412109375,10.199342727661133
32,5152.39794921875,10.088326454162598
33,5082.0810546875,9.95632553100586
34,2506.516845703125,7.798704624176025
35,1838.669921875,7.043493270874023
36,1799.2208251953125,6.964007377624512
37,1740.1209716796875,6.833920478820801
38,1657.857666015625,6.691458225250244
39,1563.990966796875,6.486762046813965
40,1498.96240234375,6.356410980224609
41,1489.219482421875,6.310329437255859
42,1460.3974609375,6.243157863616943
43,1474.44091796875,6.272977828979492
44,1413.5592041015625,6.152782917022705
45,1393.26220703125,6.081441402435303
46,1387.3382568359375,6.068796634674072
47,1393.556396484375,6.078156471252441
48,1368.650146484375,6.024450302124023
49,1374.7774658203125,6.035269737243652
