,loss,mean_absolute_percentage_error
0,42135.8671875,31.235980987548828
1,14412.00390625,19.378623962402344
2,14414.7626953125,19.377864837646484
3,14416.26171875,19.376625061035156
4,10129.40234375,16.42017936706543
5,3444.32568359375,10.14322280883789
6,2918.901611328125,9.144880294799805
7,2679.528076171875,8.700518608093262
8,2502.0234375,8.347021102905273
9,2395.185546875,8.159770011901855
10,2301.796142578125,7.971806526184082
11,2222.8369140625,7.808119297027588
12,2136.05712890625,7.625193119049072
13,2036.813720703125,7.424487590789795
14,1961.385009765625,7.269096851348877
15,1895.0947265625,7.137571334838867
16,1838.113037109375,7.02870512008667
17,1793.93798828125,6.937746524810791
18,1751.6329345703125,6.871043682098389
19,1699.3348388671875,6.767428398132324
20,1673.7064208984375,6.725918292999268
21,1625.7408447265625,6.630627632141113
22,1590.141357421875,6.557671070098877
23,1573.1517333984375,6.522671222686768
24,1547.2955322265625,6.4688496589660645
25,1516.06201171875,6.402761459350586
26,1495.41796875,6.350715637207031
27,1466.921875,6.306307792663574
28,1457.0927734375,6.2669172286987305
29,1435.1500244140625,6.2293243408203125
30,1411.6728515625,6.16754150390625
31,1399.399169921875,6.146503448486328
32,1381.8271484375,6.105858325958252
33,1366.35400390625,6.066367149353027
34,1350.878662109375,6.023477077484131
35,1338.6365966796875,5.99183988571167
36,1331.7864990234375,5.980250358581543
37,1315.59716796875,5.935832500457764
38,1305.423095703125,5.903891086578369
39,1295.5010986328125,5.887274742126465
40,1291.065673828125,5.8777265548706055
41,1272.36865234375,5.824069499969482
42,1250.392333984375,5.774350166320801
43,1237.43603515625,5.747114181518555
44,1239.9227294921875,5.737369060516357
45,1222.5133056640625,5.697486877441406
46,1207.609375,5.65121603012085
47,1203.21142578125,5.643896102905273
48,1187.3438720703125,5.597175598144531
49,1173.2371826171875,5.556225776672363
