,loss,mean_absolute_percentage_error
0,67862.4765625,41.3335075378418
1,28109.076171875,24.302576065063477
2,28099.41796875,24.349077224731445
3,28101.271484375,24.354419708251953
4,28101.984375,24.34747314453125
5,28101.73046875,24.356163024902344
6,28103.283203125,24.350147247314453
7,28102.828125,24.349525451660156
8,28103.5078125,24.355743408203125
9,24903.890625,23.453771591186523
10,19759.478515625,21.976696014404297
11,19758.38671875,21.973896026611328
12,19757.732421875,21.971006393432617
13,19758.849609375,21.96502113342285
14,19761.400390625,21.957950592041016
15,19759.890625,21.956270217895508
16,19755.765625,21.967023849487305
17,19755.8203125,21.962806701660156
18,19756.4296875,21.974098205566406
19,19753.97265625,21.963348388671875
20,19754.224609375,21.970617294311523
21,19753.958984375,21.971115112304688
22,19757.48828125,21.965755462646484
23,19758.93359375,21.971099853515625
24,19756.783203125,21.973115921020508
25,19755.2109375,21.964204788208008
26,19756.48828125,21.97032928466797
27,19755.634765625,21.973583221435547
28,19755.69921875,21.966360092163086
29,19755.365234375,21.971744537353516
30,19756.853515625,21.9638614654541
31,18996.458984375,21.233539581298828
32,18588.703125,20.745861053466797
33,18487.171875,20.617961883544922
34,19532.734375,21.65328598022461
35,19756.96875,21.968948364257812
36,19756.349609375,21.97142791748047
37,19756.783203125,21.965097427368164
38,19276.93359375,21.571128845214844
39,15803.587890625,18.129873275756836
40,14957.6162109375,17.059694290161133
41,8683.689453125,12.787213325500488
42,2580.44775390625,8.624220848083496
43,2254.803466796875,7.978756427764893
44,2139.576904296875,7.725938320159912
45,2068.01904296875,7.57523250579834
46,2016.243408203125,7.457879066467285
47,1992.7471923828125,7.387205600738525
48,1954.723876953125,7.313309192657471
49,1910.3939208984375,7.236766815185547
