,loss,mean_absolute_percentage_error
0,8389892.0,33.2232666015625
1,3852141.5,21.70452308654785
2,2375977.25,17.517349243164062
3,579690.5625,10.14844799041748
4,458697.96875,8.737275123596191
5,418716.03125,8.258176803588867
6,384263.8125,7.8684306144714355
7,366996.5,7.662379264831543
8,349397.25,7.469267845153809
9,339738.9375,7.352099895477295
10,330728.125,7.251347541809082
11,324056.09375,7.157571315765381
12,318296.0,7.094069957733154
13,310823.09375,7.012299537658691
14,304834.09375,6.923635959625244
15,299238.5625,6.871005535125732
16,293299.4375,6.783487319946289
17,287907.375,6.7260966300964355
18,282655.875,6.6425628662109375
19,278377.75,6.584240436553955
20,270304.125,6.482150554656982
21,266285.9375,6.417191028594971
22,257797.625,6.344836235046387
23,256894.78125,6.318478584289551
24,249702.796875,6.227502822875977
25,244514.8125,6.1589484214782715
26,239850.734375,6.103343486785889
27,234077.15625,6.032072067260742
28,229212.328125,5.968677043914795
29,224674.46875,5.910326957702637
30,219487.703125,5.8402791023254395
31,214490.546875,5.768927097320557
32,210335.1875,5.715329170227051
33,206890.015625,5.659866809844971
34,200251.765625,5.575492858886719
35,197551.34375,5.534565448760986
36,194363.765625,5.47959041595459
37,191728.890625,5.445145130157471
38,188301.96875,5.399852275848389
39,184448.796875,5.334385395050049
40,182342.296875,5.304020881652832
41,180472.28125,5.269931793212891
42,175776.78125,5.189407825469971
43,173850.171875,5.165283679962158
44,172756.15625,5.1471052169799805
45,168316.46875,5.074249744415283
46,168765.046875,5.066355228424072
47,164558.875,5.003030300140381
48,162923.84375,4.967941761016846
49,161694.984375,4.953587055206299
