,loss,mean_absolute_percentage_error
0,1978910.5,22.886377334594727
1,629336.0,14.932018280029297
2,234041.5625,8.984817504882812
3,180291.546875,7.781898498535156
4,160360.484375,7.2875213623046875
5,152755.125,7.085692882537842
6,147404.453125,6.960171222686768
7,140820.796875,6.8004889488220215
8,134160.0625,6.638603210449219
9,129022.7109375,6.48946475982666
10,124459.40625,6.355673313140869
11,120322.046875,6.232293128967285
12,116436.1953125,6.099379062652588
13,111864.3515625,5.955272197723389
14,109132.2421875,5.848388195037842
15,105623.8515625,5.743671417236328
16,102178.8515625,5.628387928009033
17,100190.578125,5.5652995109558105
18,97596.734375,5.485770225524902
19,95741.84375,5.427637100219727
20,94285.0625,5.373044967651367
21,91719.5859375,5.295744895935059
22,89979.921875,5.237203598022461
23,88403.265625,5.18059778213501
24,86491.9375,5.12034273147583
25,84711.1328125,5.049417018890381
26,83472.8359375,5.005635738372803
27,82220.65625,4.963784694671631
28,80835.796875,4.920313835144043
29,80345.078125,4.891871452331543
30,79422.765625,4.858911037445068
31,77927.796875,4.819515705108643
32,77067.703125,4.784553527832031
33,75929.09375,4.751644134521484
34,75497.4296875,4.727170944213867
35,74649.9375,4.706586837768555
36,73638.140625,4.66534948348999
37,73300.7109375,4.657234191894531
38,71870.15625,4.610180854797363
39,71268.96875,4.588623046875
40,70614.1953125,4.567668437957764
41,69867.2890625,4.53961706161499
42,69164.0,4.515246391296387
43,68691.21875,4.5002875328063965
44,68015.5390625,4.477132797241211
45,67046.78125,4.4447102546691895
46,66282.265625,4.414229393005371
47,66078.8203125,4.410111904144287
48,64946.86328125,4.37528657913208
49,64858.09375,4.36590051651001
