,loss,mean_absolute_percentage_error
0,4142356.0,31.571277618408203
1,2343411.75,22.86081886291504
2,280347.71875,9.708621978759766
3,182796.921875,7.8097758293151855
4,164944.234375,7.375941753387451
5,158256.0625,7.212950706481934
6,150599.0625,7.037129878997803
7,144436.390625,6.890308380126953
8,139409.734375,6.77017879486084
9,134882.921875,6.652194023132324
10,131349.046875,6.557618141174316
11,127585.9375,6.430634021759033
12,123127.0546875,6.283846855163574
13,119022.421875,6.14172887802124
14,115304.375,6.017970561981201
15,111890.8125,5.8963494300842285
16,109881.7890625,5.828146934509277
17,107218.28125,5.747756481170654
18,105123.3515625,5.688672065734863
19,103406.796875,5.634889602661133
20,101094.21875,5.563721656799316
21,98939.46875,5.489734172821045
22,96483.9609375,5.414581298828125
23,94827.5078125,5.360733509063721
24,92577.8359375,5.293149948120117
25,90415.046875,5.2177934646606445
26,88153.5078125,5.1391801834106445
27,86873.8203125,5.099902153015137
28,85671.1015625,5.050702095031738
29,83977.7734375,5.003294944763184
30,82527.015625,4.95405387878418
31,81615.8828125,4.927131652832031
32,80242.671875,4.88455057144165
33,79278.953125,4.851766586303711
34,78512.2734375,4.8206892013549805
35,77426.796875,4.788172245025635
36,76579.3125,4.758214473724365
37,75277.0234375,4.719394683837891
38,74582.7265625,4.687921047210693
39,73801.6640625,4.664392471313477
40,72564.65625,4.619566440582275
41,72167.734375,4.604462146759033
42,71458.453125,4.5824127197265625
43,70760.765625,4.554877281188965
44,69819.5859375,4.528244972229004
45,69708.4765625,4.518648147583008
46,68818.1328125,4.4789628982543945
47,68323.0859375,4.465703010559082
48,67758.3515625,4.446239471435547
49,67305.0390625,4.431396961212158
