,loss,mean_absolute_percentage_error
0,20095204.0,37.27883529663086
1,5956011.0,19.114959716796875
2,5951338.5,19.159809112548828
3,5953900.5,19.140304565429688
4,5953084.0,19.161954879760742
5,5953754.5,19.14531898498535
6,5953638.5,19.15886878967285
7,5940075.5,19.113948822021484
8,5872113.0,18.95343780517578
9,5908803.0,19.056564331054688
10,5338973.5,17.50314712524414
11,4135519.0,14.63122272491455
12,1386940.0,11.223544120788574
13,912851.0625,8.749218940734863
14,768264.4375,7.962352275848389
15,723161.25,7.7068939208984375
16,698945.75,7.513184070587158
17,670936.875,7.366041660308838
18,657627.5,7.2624125480651855
19,644505.0625,7.190377235412598
20,629514.875,7.0749101638793945
21,616075.875,6.987245559692383
22,598043.5,6.8730788230896
23,560656.625,6.681639194488525
24,535722.875,6.514537811279297
25,514922.40625,6.407820701599121
26,516251.84375,6.3946099281311035
27,495626.875,6.261635780334473
28,486750.09375,6.190074920654297
29,489009.5,6.203068733215332
30,488283.15625,6.188863754272461
31,481736.59375,6.145993232727051
32,469742.90625,6.0643110275268555
33,478348.90625,6.121510028839111
34,476249.8125,6.109245300292969
35,463782.125,6.016298770904541
36,461030.3125,6.009472846984863
37,455056.78125,5.966208457946777
38,452245.46875,5.945835590362549
39,457075.5625,5.972489833831787
40,445083.0,5.887223243713379
41,447228.4375,5.906444549560547
42,445261.84375,5.908499717712402
43,440001.28125,5.863962173461914
44,438284.0,5.855743885040283
45,428742.5,5.793292045593262
46,424939.65625,5.75380802154541
47,426050.09375,5.779816627502441
48,425663.90625,5.783116340637207
49,421283.65625,5.742136478424072
