,loss,mean_absolute_percentage_error
0,38677.02734375,27.22101402282715
1,17389.1875,16.993974685668945
2,11121.75390625,11.383569717407227
3,2863.26123046875,8.084880828857422
4,1914.618408203125,7.369178295135498
5,1818.256103515625,7.148327827453613
6,1739.4366455078125,6.973787307739258
7,1658.0753173828125,6.823606014251709
8,1587.34912109375,6.668717384338379
9,1537.3804931640625,6.556972980499268
10,1496.619384765625,6.451961994171143
11,1446.1478271484375,6.323373317718506
12,1403.96875,6.196862697601318
13,1358.9183349609375,6.073464393615723
14,1307.6199951171875,5.927867412567139
15,1274.6656494140625,5.827086925506592
16,1247.0496826171875,5.746847152709961
17,1220.49267578125,5.677170276641846
18,1205.9451904296875,5.637182235717773
19,1189.1708984375,5.5871357917785645
20,1171.1337890625,5.5345659255981445
21,1150.315185546875,5.48283052444458
22,1136.4998779296875,5.4440107345581055
23,1114.899658203125,5.387923717498779
24,1091.1478271484375,5.324130535125732
25,1067.776611328125,5.259272575378418
26,1041.700927734375,5.190022945404053
27,1020.5068969726562,5.12055778503418
28,1006.1618041992188,5.082299709320068
29,982.5634155273438,5.012697696685791
30,971.2197265625,4.982384204864502
31,958.2348022460938,4.94963264465332
32,945.2455444335938,4.9104084968566895
33,927.3829345703125,4.858343124389648
34,921.3550415039062,4.8472490310668945
35,911.7764282226562,4.809073448181152
36,892.5513916015625,4.761936664581299
37,885.26171875,4.746357440948486
38,875.4212036132812,4.7125043869018555
39,866.6961669921875,4.679594039916992
40,852.9993896484375,4.65477180480957
41,846.76025390625,4.6285576820373535
42,838.6778564453125,4.6058759689331055
43,829.9794311523438,4.582233428955078
44,822.4241943359375,4.554070472717285
45,812.3832397460938,4.5242133140563965
46,806.6134033203125,4.508841514587402
47,800.4682006835938,4.485676288604736
48,794.302978515625,4.467706203460693
49,784.7282104492188,4.438874244689941
