,loss,mean_absolute_percentage_error
0,57003.90625,37.633602142333984
1,14421.037109375,19.335186004638672
2,14408.6123046875,19.359325408935547
3,14408.29296875,19.367849349975586
4,14412.396484375,19.376468658447266
5,14412.1162109375,19.372217178344727
6,14413.349609375,19.36768913269043
7,14412.0,19.375457763671875
8,14411.603515625,19.366106033325195
9,14413.271484375,19.375507354736328
10,14411.2548828125,19.371278762817383
11,14411.107421875,19.371503829956055
12,14413.7041015625,19.372173309326172
13,14410.8515625,19.367860794067383
14,14417.224609375,19.339143753051758
15,14059.66796875,19.095314025878906
16,9496.412109375,15.292335510253906
17,4507.06298828125,11.932258605957031
18,4201.294921875,11.48417854309082
19,3556.5693359375,10.298407554626465
20,2618.76123046875,8.492936134338379
21,2326.005126953125,7.978306293487549
22,2467.2900390625,8.146300315856934
23,2245.9638671875,7.810281753540039
24,2058.4267578125,7.490711688995361
25,1987.295166015625,7.344595432281494
26,1913.0108642578125,7.2018513679504395
27,1861.984130859375,7.094391345977783
28,1847.5718994140625,7.064188480377197
29,1795.1346435546875,6.944056987762451
30,1689.9862060546875,6.740159511566162
31,1640.98876953125,6.640719413757324
32,1566.1328125,6.496654033660889
33,1530.47412109375,6.4223480224609375
34,1468.3555908203125,6.277503967285156
35,1463.3157958984375,6.2773237228393555
36,1444.8980712890625,6.225247859954834
37,1433.4403076171875,6.189087390899658
38,1428.9205322265625,6.1915388107299805
39,1413.593994140625,6.146503448486328
40,1400.46337890625,6.10804557800293
41,1368.477783203125,6.0593061447143555
42,1454.984130859375,6.229198932647705
43,1377.0712890625,6.068694114685059
44,1338.18994140625,5.978011131286621
45,1334.9376220703125,5.971505641937256
46,1298.8023681640625,5.8917012214660645
47,1299.1678466796875,5.876063346862793
48,1338.346435546875,5.9681172370910645
49,1299.6719970703125,5.869739532470703
